"stop_id","stop_name","stop_lon","stop_lat","stop_code"
"4687","Bobbau, Friedensstr.",12.267543,51.689224,""
"4534","Wolfen (Bitterfeld), Kulturhaus",12.266491,51.65831,""
"4559","Wolfen (Bitterfeld)-Nord, Comeniusstr.",12.265637,51.680981,""
"4611","Raguhn, Markesche Str.",12.264702,51.712605,""
"4530","Wolfen (Bitterfeld), Mozartstr.",12.264532,51.663245,""
"4562","Wolfen (Bitterfeld)-Nord, Fritz-Reuter-Str.",12.263174,51.685943,""
"4560","Wolfen (Bitterfeld)-Nord, Dessauer Allee",12.262833,51.683875,""
"4535","Wolfen (Bitterfeld), Thalheimer Str.",12.260936,51.663056,""
"4542","Wolfen (Bitterfeld)-Nord, Verbindungsstr.",12.259938,51.679983,""
"4698","Bobbau, Muldepark",12.259192,51.693979,""
"4539","Wolfen (Bitterfeld)-Nord, Dr.-Otto-Nuschke-Str.",12.257232,51.685251,""
"4505","Wolfen (Bitterfeld), Goethestr.",12.256603,51.666149,""
"4550","Wolfen (Bitterfeld), Friedensallee",12.255938,51.662274,""
"4531","Wolfen (Bitterfeld), Reudener Str.",12.255749,51.665115,""
"4649","Marke, S-Bahnhof (Bus)",12.255075,51.739698,""
"4504","Wolfen (Bitterfeld)-Nord, Nordpark",12.252989,51.686105,""
"6621","Thalheim (Wolfen), Zellstoffstr.",12.252774,51.652143,""
"4527","Wolfen (Bitterfeld), Krondorfer Str.",12.252064,51.667973,""
"4533","Wolfen (Bitterfeld), Siedlung",12.251102,51.660845,""
"4650","Marke, Ort",12.2488,51.725981,""
"4543","Wolfen (Bitterfeld)-Nord, Wittener Str.",12.248711,51.687633,""
"4536","Wolfen (Bitterfeld), Gymnasium",12.246841,51.669196,""
"4545","Wolfen (Bitterfeld), Baumarkt",12.244468,51.6584,""
"4592","Wolfen (Bitterfeld)-Nord, Auenplatz",12.242643,51.688658,""
"6620","Thalheim (Wolfen), Sonnenallee",12.236018,51.645887,""
"4622","Reuden (Bitterfeld), Ortsmitte",12.232997,51.675992,""
"4565","Siebenhausen (Bobbau), Dorfstr.",12.232512,51.6913,""
"4503","Thalheim (Wolfen), Sandersdorfer Str.",12.230696,51.650624,""
"4574","Thalheim (Wolfen), Wolfener Str.",12.229779,51.652098,""
"4573","Thalheim (Wolfen), Siedlung",12.220808,51.654454,""
"4577","Thurland, Hauptstr.",12.220197,51.717441,""
"4578","Thurland, Schule",12.219442,51.715625,""
"4575","Klein-Leipzig",12.208043,51.719455,""
"6578","Lingenau (Raguhn), Feuerwehr",12.201958,51.741622,""
"5859","Lingenau (Raguhn), Gaststätte",12.199486,51.737847,""
"4644","Lingenau (Raguhn), Forsthaus",12.196987,51.733028,""
"4516","Zschepkau, Haltestelle",12.193463,51.654696,""
"6663","Salzfurtkapelle, Raguhner Str.",12.187719,51.695085,""
"6575","Rösa, Kirchstr.",12.493118,51.616654,""
"4599","Rösa, Dübener Str.",12.48821,51.616267,""
"4600","Rösa, Schule",12.488048,51.6142,""
"6574","Rösa, Mühlweg",12.481621,51.617957,""
"710","Löbnitz (b. Delitzsch), Mühle",12.463688,51.586792,""
"6658","Luckowehna (Schönwölkau), Brinniser Str.",12.448568,51.507606,""
"4500","Pouch, Schiffmühlenweg",12.411101,51.620825,""
"4632","Pouch, Dorfplatz",12.398615,51.624627,""
"4666","Pouch, Neuwerk",12.389266,51.629994,""
"4639","Mühlbeck, Gartenstr.",12.377301,51.639136,""
"4695","Bitterfeld, Wasserwerk",12.348248,51.629185,""
"4721","Bitterfeld, Bernsteinring",12.347529,51.632601,""
"4694","Bitterfeld, Vor dem Muldedamm",12.343906,51.631486,""
"4738","Bitterfeld, Friedhof",12.336814,51.62994,""
"4704","Bitterfeld, Otto-Lilienthal-Str.",12.335232,51.637518,""
"4714","Bitterfeld, Gelbes Wasser",12.333398,51.630021,""
"4713","Bitterfeld, Krankenhaus",12.332112,51.632511,""
"4718","Bitterfeld, Guts-Muths-Str.",12.331519,51.635558,""
"6595","Bitterfeld, Bitterfelder Bogen",12.330701,51.615225,""
"4726","Bitterfeld, Kleingartenanlage",12.329937,51.636538,""
"4719","Bitterfeld, Gymnasium",12.329937,51.619827,""
"4689","Bitterfeld, Stadtverwaltung",12.328589,51.623747,""
"4712","Bitterfeld, Erich-Kästner-Schule",12.32733,51.632808,""
"703","Leipzig, Zittauer Str.",12.409114,51.356102,""
"698","Leipzig, Taubestr.",12.411298,51.357423,""
"4720","Bitterfeld, Helene-Lange-Schule",12.325407,51.627855,""
"4737","Bitterfeld, Fisch Eck",12.323842,51.622407,""
"4708","Bitterfeld, Polizeirevier",12.32297,51.631765,""
"4734","Bitterfeld, Dessauer Str.",12.321406,51.630408,""
"4716","Bitterfeld, Luisenstr.",12.320984,51.625356,""
"4725","Bitterfeld, Kaufland",12.318494,51.618587,""
"4731","Bitterfeld, Bahnhof (Bus)",12.317936,51.623018,""
"4728","Bitterfeld, Bahnhofstr.",12.317865,51.618704,""
"4711","Bitterfeld, Semmelweisstr.",12.31604,51.636592,""
"4691","Bitterfeld, Steubenstr./Schule",12.313981,51.638264,""
"4730","Bitterfeld, Brehnaer Str.",12.311204,51.614649,""
"4662","Holzweißig, Petersrodaer Str.",12.310772,51.601202,""
"4729","Bitterfeld, Bitz",12.307518,51.612663,""
"4661","Holzweißig, Klubhaus",12.307482,51.598064,""
"4727","Bitterfeld, Chemiepark",12.307392,51.625383,""
"4509","Holzweißig, Schule",12.307078,51.6013,""
"6662","Bitterfeld, Förderschule An der Kastanie",12.304102,51.610838,""
"4707","Bitterfeld, Pistorplatz",12.30305,51.613616,""
"4663","Holzweißig, Roitzscher Str.",12.302996,51.605292,""
"4701","Bitterfeld, Berufsschule",12.302538,51.626246,""
"4700","Bitterfeld, Kreuzeck",12.301819,51.609606,""
"4715","Bitterfeld, Griesheimstr.",12.300659,51.624223,""
"4696","Bitterfeld, Zscherndorfer Weg",12.299616,51.609813,""
"4724","Bitterfeld, Ignatz-Stroof-Str.",12.298547,51.614263,""
"4692","Bitterfeld, Str. der Wissenschaften",12.297909,51.636089,""
"4693","Bitterfeld, Vierzoner Str.",12.297207,51.612717,""
"6010","Glesien (Schkeuditz), Werlitzscher Str.",12.213311,51.441823,""
"5857","Bitterfeld, Abzweig Zscherndorf",12.292623,51.616942,""
"4735","Bitterfeld, Deutsche Grube",12.292407,51.617733,""
"4630","Petersroda, Haltestelle/Haltepunkt",12.288704,51.571834,""
"4524","Bitterfeld, Gewerbegebiet/B100",12.285054,51.600554,""
"4581","Sandersdorf, Heinrich-Heine-Str.",12.279535,51.622767,""
"4521","Zscherndorf, Siedlung",12.277,51.61509,""
"4579","Sandersdorf, Grundschule",12.273674,51.623216,""
"4608","Sandersdorf, Freizeitzentrum",12.271444,51.622578,""
"4517","Zscherndorf, Lieselotte-Rückert-Str.",12.271085,51.613768,""
"4586","Sandersdorf, Sportzentrum",12.270411,51.625266,""
"4520","Zscherndorf, Schule",12.269781,51.61144,""
"4522","Zscherndorf, Trafo",12.269287,51.614083,""
"4519","Zscherndorf, Gemeinde",12.268379,51.609211,""
"4584","Sandersdorf, Str. der Neuen Zeit",12.266392,51.630021,""
"4518","Zscherndorf, EDEKA",12.264666,51.608411,""
"4597","Roitzsch (b. Bitterfeld), Lindenstr./Haltepunkt",12.264181,51.573713,""
"4502","Sandersdorf, Rathaus",12.263893,51.626749,""
"6601","Roitzsch (b. Bitterfeld), Bahnhofstr.",12.262949,51.5724,""
"4606","Sandersdorf, Bahnhof (Bus)",12.261259,51.628538,""
"4607","Sandersdorf, Feldstr.",12.260918,51.628789,""
"4598","Roitzsch (b. Bitterfeld), Schule",12.259974,51.575789,""
"4596","Roitzsch (b. Bitterfeld), Ernst-Thälmann-Str.",12.259848,51.577236,""
"6619","Sandersdorf, Platz des Friedens",12.256675,51.630246,""
"4580","Sandersdorf, Ring der Chemiearbeiter",12.256441,51.629616,""
"4585","Sandersdorf, Thalheimer Str.",12.255066,51.632044,""
"4618","Ramsin, Baumschulenweg",12.241528,51.61135,""
"4617","Ramsin, Arztpraxis",12.233285,51.608015,""
"6604","Sandersdorf, Campingplatz",12.232665,51.629311,""
"4619","Renneritz, Haltestelle",12.221725,51.602217,""
"6576","Brehna, S-Bahnhof (Bus)",12.221024,51.554368,""
"707","Zschernitz, Fasanerie",12.217572,51.524488,""
"4681","Brehna, Markt",12.212349,51.557721,""
"4680","Brehna, Feuerwache",12.204358,51.555932,""
"4659","Heideloh, Stakendorfer Str.",12.202281,51.624744,""
"4660","Heideloh, Ort",12.200546,51.627225,""
"6587","Brehna, Werner-von-Siemens-Str.",12.19802,51.551275,""
"4643","Köckern (Glebitzsch)",12.196573,51.605867,""
"4674","Glebitzsch",12.191764,51.594972,""
"4595","Rödgen, Gemeinde",12.187908,51.640574,""
"4553","Tornau vor der Heide, Hoyersdorfer Str.",12.183844,51.7195,""
"4554","Tornau vor der Heide, Schierstedter Str.",12.183701,51.718682,""
"4552","Tornau vor der Heide, Am Trappenberg",12.183323,51.719257,""
"4664","Hoyersdorf (Tornau vor der Heide), Haltestelle",12.182244,51.729298,""
"4604","Salzfurtkapelle, Zehbritzer Str.",12.181912,51.694402,""
"4605","Salzfurtkapelle, Wendeschleife",12.181229,51.69726,""
"4556","Wadendorf (Salzfurtkapelle), Haltestelle",12.177894,51.679237,""
"4603","Salzfurtkapelle, Alte Schule",12.175448,51.694123,""
"6548","Löberitz, Feldstr.",12.155753,51.65493,""
"4882","Diesdorf (Quellendorf), Ortsmitte",12.155313,51.762486,""
"5852","Hinsdorf",12.1532,51.723068,""
"5776","Wehlau (Zehbitz)",12.149092,51.687705,""
"4647","Löberitz, Friedhof",12.148103,51.651316,""
"5816","Lennewitz, Abzweig (Zehbitz)",12.146674,51.696559,""
"5815","Lennewitz, Dorfstr. (Zehbitz)",12.143474,51.69691,""
"5758","Zehbitz",12.129253,51.674805,""
"5779","Quellendorf, Ambulatorium",12.128318,51.745829,""
"5778","Quellendorf, Schule",12.127527,51.747429,""
"4872","Fraßdorf",12.111553,51.726988,""
"5818","Libbesdorf, Wendeplatz",12.111391,51.77268,""
"5760","Zehmitz (Zehbitz)",12.111239,51.660306,""
"5787","Riesdorf (Köthen)",12.109584,51.692316,""
"5837","Körnitz (Meilendorf)",12.109081,51.707544,""
"5805","Naundorf (Quellendorf)",12.100469,51.752481,""
"5825","Meilendorf, Haltestelle",12.098294,51.720947,""
"5759","Zehmigkau (Meilendorf)",12.098204,51.728947,""
"5780","Radegast, Markt",12.094096,51.655433,""
"6592","Friedrichsdorf (b. Reupzig)",12.092487,51.745757,""
"5781","Radegast, Schule",12.09033,51.656971,""
"5766","Storkau (Reupzig), Ort",12.085502,51.7412,""
"5839","Lausigk (Scheuder)",12.084307,51.757839,""
"5799","Pösigk (Cosa), Ort",12.083066,51.693152,""
"5791","Scheuder, Ziethegrund",12.081736,51.769614,""
"5763","Ziebigk (Cosa)",12.081493,51.708227,""
"4901","Cosa",12.0769,51.696433,""
"5790","Scheuder, Alte Mühle",12.076333,51.768823,""
"4878","Weißandt-Gölzau, Verwaltungsamt",12.075336,51.672396,""
"4876","Gnetsch",12.074104,51.678904,""
"4877","Weißandt-Gölzau, Tanzfleck",12.068333,51.671201,""
"4897","Breesen (Reupzig)",12.067452,51.73977,""
"5783","Repau (Libehna)",12.067371,51.715113,""
"5786","Reupzig",12.067245,51.7363,""
"4879","Cösitz",12.067155,51.65057,""
"5831","Kleinweißandt",12.060827,51.678491,""
"5819","Libehna, Haltestelle",12.057915,51.716156,""
"5800","Priesdorf (Cösitz)",12.057744,51.651793,""
"5821","Locherau (Libehna)",12.057168,51.70758,""
"4871","Fernsdorf (Prosigk)",12.056332,51.692847,""
"4925","Hohsdorf, Lindenstr.",12.05609,51.751321,""
"5801","Prosigk, Dreieck",12.056009,51.698582,""
"6168","Prosigk, Ziebigker Str.",12.055416,51.702007,""
"5756","Würflau (Elsnigk)",12.053609,51.776168,""
"5795","Pfriemsdorf (Großbadegast)",12.039603,51.720039,""
"4928","Merzien (Köthen), Str. der DSF",12.037752,51.7524,""
"5828","Kleinbadegast",12.0335,51.72661,""
"5848","Großbadegast, August-Bebel-Str.",12.027423,51.730287,""
"5765","Schortewitz, Feuerwehr",12.027342,51.650813,""
"5840","Weißandt-Gölzau, Station",12.025625,51.671084,""
"4902","Zehringen (Köthen)",12.023,51.765246,""
"4874","Gahrendorf (Arensdorf)",12.015198,51.693512,""
"4893","Arensdorf (Köthen) (Bus)",12.013265,51.709701,""
"5844","Görzig, Minna-Anna",12.011072,51.658849,""
"4920","Köthen, Merziener Str.",12.008114,51.753047,""
"4921","Köthen, Klepzig, Wendeplatz",12.006883,51.752589,""
"4970","Köthen, Melwitzer Siedlung",12.00548,51.743177,""
"4964","Köthen, Brauerei",12.002487,51.74742,""
"4927","Porst (Köthen), Dorfstr.",12.00246,51.769579,""
"6524","Görzig, Kirche",12.002235,51.661142,""
"4954","Köthen, Kaufland",12.001633,51.754261,""
"5842","Görzig, Schule",11.99873,51.664072,""
"4926","Porst (Köthen), Dessauer Str.",11.99873,51.769408,""
"5843","Görzig, Hallesche Str.",11.992914,51.666634,""
"4948","Köthen, Osterköthen",11.992653,51.754504,""
"5841","Görzig, Domäne",11.992545,51.663901,""
"4875","Glauzig",11.989192,51.655164,""
"4969","Köthen, Busbahnhof",11.988446,51.750611,""
"5782","Reinsdorf (Südliches Anhalt)",11.988374,51.673043,""
"4966","Köthen, Bahnhof (Bus)",11.988113,51.752382,""
"4946","Köthen, Friedrichstr./Schule",11.98716,51.75462,""
"4945","Köthen, Friedrichstr.",11.985605,51.754351,""
"4947","Köthen, Friedrich-Ebert-Str.",11.984104,51.752436,""
"4938","Köthen, Elsdorfer Weg",11.983933,51.765075,""
"4933","Köthen, Lohmannstr./Fachhochschule Anhalt",11.98281,51.746278,""
"4967","Köthen, Bärplatz",11.980976,51.750998,""
"4955","Köthen, Am Wasserturm",11.979951,51.744849,""
"4950","Köthen, Hauptpost",11.97925,51.753164,""
"4930","Köthen, Landkreisverwaltung",11.977937,51.733163,""
"4894","Baasdorf (Köthen), Köthener Str.",11.977848,51.70909,""
"4952","Köthen, Hugo-Junkers-Str.",11.976823,51.741047,""
"5788","Rohndorf (Glauzig), Haltestelle",11.976643,51.651829,""
"4934","Köthen, Lohmannstr./Spielplatz",11.9764,51.746153,""
"4931","Köthen, Bärteichpromenade",11.97427,51.749434,""
"4932","Köthen, Lohmannstr./Krankenhaus",11.973335,51.74582,""
"4944","Köthen, Edderitzer Str./Sportplatz",11.971106,51.7412,""
"4929","Köthen, Stiftstr.",11.970494,51.754288,""
"4961","Köthen, August-Bebel-Str.",11.969443,51.745371,""
"4968","Köthen, Bernburger Str./Fachhochschule Anhalt",11.96724,51.755259,""
"4942","Köthen, Kleingartensparte Gütersee",11.963429,51.768068,""
"5740","Trebbichau (Fuhne), Haltestelle",11.962845,51.647469,""
"5822","Maasdorf",11.962782,51.682149,""
"4953","Köthen, Johann-Sebastian-Bach-Str.",11.962755,51.745595,""
"4959","Köthen, Friedhof",11.962584,51.764778,""
"4923","Köthen, Bernburger Str./Querallee",11.962494,51.755978,""
"4940","Köthen, Rüsternbreite",11.960103,51.746323,""
"4919","Köthen, Geuzer Str.",11.956022,51.756697,""
"4957","Köthen, Altenheim",11.95568,51.742593,""
"6602","Köthen, Wülknitzer Siedlung",11.955078,51.739599,""
"4918","Geuz (Köthen), Wendeplatz",11.954224,51.756796,""
"4941","Köthen, Stadtwerke",11.952076,51.748265,""
"5746","Hohnsdorf (Trebbichau), Haltestelle",11.95132,51.647047,""
"4958","Köthen, Anhaltische Str.",11.950745,51.743618,""
"4922","Köthen, Lelitzer Str.",11.95035,51.746629,""
"4937","Köthen, Konrad-Adenauer-Allee",11.94812,51.749335,""
"4939","Köthen, Plötzkauer Ring",11.947689,51.751187,""
"5762","Wieskau, Haltestelle",11.93816,51.648071,""
"4890","Edderitz, Altes Dorf",11.938016,51.69246,""
"4889","Edderitz, Neues Dorf",11.935445,51.699562,""
"4888","Edderitz, Schule",11.933279,51.699858,""
"5744","Großpaschleben, Köthener Str.",11.932812,51.759591,""
"5796","Piethen, Haltestelle",11.931032,51.672225,""
"5770","Thurau (Zabitz)",11.929908,51.775646,""
"5851","Großwülknitz, Haltestelle",11.926636,51.723805,""
"5833","Kleinwülknitz, Haltestelle",11.9258,51.732354,""
"4898","Cattau (Wieskau)",11.912793,51.652979,""
"5793","Pfaffendorf (Edderitz)",11.90775,51.697611,""
"4873","Frenz (Großpaschleben), Ortsmitte",11.902482,51.749793,""
"5751","Wörbzig, Haltestelle",11.895282,51.720587,""
"5820","Löbnitz an der Linde (Köthen)",11.886445,51.735491,""
"5845","Gröbzig, Schule",11.88551,51.674706,""
"5804","Mölz (Kleinpaschleben)",11.878984,51.771655,""
"5846","Gröbzig, Mühlbreite",11.87707,51.685026,""
"6594","Großzöberitz, Lösnitz-Mark",12.184734,51.633113,""
"6577","Brehna, Münchener Str.",12.183494,51.561703,""
"4658","Großzöberitz, Am Feldrain",12.179754,51.618308,""
"6618","Großzöberitz, Gewerbegebiet",12.178945,51.623225,""
"4686","Carlsfeld (Brehna), Pflegeheim",12.177192,51.548066,""
"5764","Landsberg (b. Halle), S-Bahnhof (Bus)",12.165524,51.531508,""
"4638","Quetzdölsdorf, Geschwister-Scholl-Str.",12.137631,51.584275,""
"4637","Quetzdölsdorf, Dölsdorfer Str.",12.132102,51.586801,""
"6664","Spören, Hirtenweg",12.126862,51.601022,""
"4538","Zörbig, Bitterfelder Str.",12.125837,51.627558,""
"4567","Spören, Grünanger",12.124039,51.602163,""
"4511","Zörbig, Jeßnitzer Str.",12.124003,51.628529,""
"4568","Spören, Kastanienallee",12.122502,51.60122,""
"4510","Zörbig, Grünstr.",12.118511,51.626623,""
"4512","Zörbig, Markt",12.118115,51.628034,""
"6622","Zörbig, Lindenstr.",12.116884,51.630255,""
"4514","Zörbig, Turm",12.113558,51.628115,""
"4513","Zörbig, Stumsdorfer Str.",12.111967,51.627648,""
"4635","Prussendorf, Haltestelle",12.111086,51.60513,""
"4515","Zörbig, Wohnblock",12.106375,51.62345,""
"4651","Mößlitz (Zörbig), Haltestelle",12.088343,51.627891,""
"4648","Löbersdorf (Göttnitz), Hauptstr.",12.080927,51.640332,""
"4566","Siegelsdorf, Haltestelle",12.071596,51.592473,""
"4609","Rieda (Schrenz), Hallesche Allee",12.065582,51.599431,""
"4570","Stumsdorf, Turnhalle",12.064459,51.613885,""
"4571","Stumsdorf, Zörbiger Str.",12.064189,51.61731,""
"4678","Göttnitz, Möster Str.",12.064063,51.637149,""
"4557","Werben (Stumsdorf), Anger",12.038525,51.617175,""
"4983","Halle (Saale), Mötzlich",12.010964,51.516451,""
"5868","Halle (Saale), Tornau",12.005849,51.52722,""
"5231","Halle (Saale), Höllweg",12.004617,51.514896,""
"5158","Halle (Saale), Mühlrain",12.000222,51.509215,""
"5177","Halle (Saale), Frohe Zukunft",11.994415,51.509817,""
"5246","Halle (Saale), Mörikestr.",11.993794,51.511166,""
"5167","Halle (Saale), Kornblumenweg",11.991529,51.506599,""
"5026","Halle (Saale), Cranachstr.",11.98974,51.51326,""
"5139","Halle (Saale), Taxusweg",11.984715,51.514851,""
"5096","Halle (Saale), S-Bahnhof Dessauer Brücke (Tram)",11.983996,51.500091,""
"5220","Halle (Saale), Jasminweg",11.978935,51.515211,""
"5090","Halle (Saale), Gottfried-Keller-Str.",11.97507,51.515202,""
"5267","Halle (Saale), Freiheit",11.973551,51.529063,""
"5203","Halle (Saale), Seeben",11.973443,51.531158,""
"5064","Halle (Saale), Emil-Schuster-Str.",11.970845,51.526717,""
"5190","Halle (Saale), Küttener Weg",11.968786,51.514743,""
"5722","Halle (Saale), Kurallee",11.966764,51.50419,""
"5060","Halle (Saale), Zoo",11.965784,51.506428,""
"5245","Halle (Saale), S-Bahnhof Wohnstadt Nord",11.963312,51.513934,""
"5019","Halle (Saale), Karl-Ernst-Weg",11.961973,51.519049,""
"4984","Halle (Saale), S-Bahnhof Trotha",11.961865,51.52215,""
"5264","Halle (Saale), Seebener Str.",11.961253,51.510779,""
"4990","Halle (Saale), Am Klausberg",11.9604,51.506329,""
"5188","Halle (Saale), Emil-Eichhorn-Str.",11.959015,51.504487,""
"5099","Halle (Saale), Pfarrstr.",11.957999,51.51433,""
"5020","Halle (Saale), Triftstr.",11.957595,51.500208,""
"5132","Halle (Saale), Trotha",11.957433,51.519157,""
"5067","Halle (Saale), Burg Giebichenstein",11.954682,51.502042,""
"5119","Halle (Saale), Talstr.",11.951887,51.504577,""
"5173","Halle (Saale), Schule Kröllwitz",11.950655,51.507588,""
"5021","Halle (Saale), Louise-Otto-Peters-Str.",11.946457,51.50632,""
"5010","Halle (Saale), Magdeburger Chaussee",11.945307,51.529369,""
"5038","Halle (Saale), Heizkraftwerk",11.944938,51.523697,""
"48303","Wallwitz (Saalekreis), Westewitz",11.942772,51.57498,""
"5262","Halle (Saale), Binnenhafenstr.",11.942538,51.524604,""
"5176","Halle (Saale), Futterwerk",11.936281,51.526438,""
"5189","Halle (Saale), Ernst-Grube-Str.",11.936093,51.500477,""
"5223","Halle (Saale), Kühlhaus",11.932263,51.52758,""
"5031","Halle (Saale), Heide-Universitätsklinikum",11.93149,51.500936,""
"5057","Halle (Saale), Brachwitzer Str.",11.929297,51.529917,""
"5143","Halle (Saale), Kröllwitz",11.927059,51.508325,""
"5107","Halle (Saale), Wilhelm-Koenen-Ring",11.920676,51.513494,""
"712","Portitz (Leipzig), Schule",12.455525,51.386144,""
"5029","Halle (Saale), Heidering",11.917773,51.517188,""
"5153","Halle (Saale), Fischerring",11.917422,51.518438,""
"5198","Halle (Saale), Dachstr.",11.915597,51.521009,""
"5128","Halle (Saale), Franzigmark",11.915148,51.531589,""
"5230","Halle (Saale), Hechtgraben",11.911336,51.514096,""
"5001","Halle (Saale), Lettin",11.911255,51.523706,""
"5163","Halle (Saale), Waldstr.",11.91033,51.510536,""
"5054","Halle (Saale), Blumenau",11.909592,51.515669,""
"5169","Halle (Saale), Kolkturmring",11.909413,51.518492,""
"5131","Halle (Saale), Gartenstr.",11.909206,51.520604,""
"5050","Halle (Saale), Heide Nord",11.903192,51.51566,""
"6476","Halle (Saale), Grashalmstr.",11.902554,51.517575,""
"5014","Halle (Saale), Am Waldrand",11.897026,51.511076,""
"5053","Halle (Saale), Sparkasse Dölau",11.892117,51.511624,""
"5037","Halle (Saale), Heidebahnhof",11.887039,51.50294,""
"4988","Halle (Saale), Elbestr.",11.886077,51.511984,""
"5142","Halle (Saale), Alfred-Oelßner-Str.",11.882607,51.507705,""
"5206","Halle (Saale), Dölau",11.87902,51.511471,""
"5146","Halle (Saale), Krankenhaus Martha-Maria",11.87698,51.503893,""
"6645","Werkleitz (Tornitz), Wendestelle",11.862534,51.923501,""
"6680","Dannigkow, Dornburger Str.",11.860745,52.055022,""
"6015","Dannigkow, Plattensee",11.853599,52.059804,""
"6678","Pömmelte, Schacht",11.82148,51.9887,""
"6040","Pretzien, Tiefer See",11.81935,52.046284,""
"6679","Kleinmühlingen, Siedlung",11.754259,51.948976,""
"6495","Schönebeck (Elbe), Felgeleben, Otto-Kresse-Str.",11.748892,51.999684,""
"6874","Schönebeck (Elbe), St.-Jakobi-Str.",11.743598,52.017699,""
"6908","Schönebeck, Salzblume",11.740326,52.022778,""
"6828","Schönebeck (Elbe), Böttcherstr.",11.738977,52.019074,""
"6907","Schönebeck, Markt",11.737647,52.021124,""
"6497","Schönebeck (Elbe), S-Bahnhof Süd (Bus)",11.736676,52.00719,""
"6496","Schönebeck (Elbe), Moskauer Str.",11.733683,52.008997,""
"6513","Schönebeck (Elbe), Weberweg",11.731993,52.010094,""
"6503","Schönebeck (Elbe), Friedrichstr.",11.730051,52.009564,""
"6502","Schönebeck (Elbe), Otto-Kohle-Str.",11.728783,52.010786,""
"6509","Schönebeck (Elbe), Heinrich-Rau-Str.",11.727381,52.012188,""
"6500","Schönebeck (Elbe), Welsleber Str./Ost",11.72641,52.02053,""
"6875","Schönebeck (Elbe), Wilhelm-Helge-Str.",11.72294,52.011685,""
"6501","Schönebeck (Elbe), Welsleber Str./Schule",11.721583,52.02009,""
"6906","Schönebeck, Lessingstraße",11.720792,52.017816,""
"6905","Salzelmen, Reha-Klinik",11.719327,51.998489,""
"6903","Salzelmen, Dr.-Lohmeyer-Straße",11.717628,51.996466,""
"6551","Schönebeck (Elbe), Esterhuser Str.",11.717277,52.009411,""
"6504","Schönebeck (Elbe), Bad Salzelmen, Pfuelstr.",11.716064,52.007109,""
"6505","Schönebeck (Elbe), Bad Salzelmen, Holunderweg",11.71539,52.006291,""
"6904","Salzelmen, Luisenstraße West",11.712423,52.003945,""
"6506","Schönebeck (Elbe), Bad Salzelmen, Asternweg",11.710688,52.00639,""
"6507","Schönebeck (Elbe), Bad Salzelmen, Tulpenweg",11.708881,52.005887,""
"4427","Burkersroda",11.642424,51.178223,""
"6870","Eickendorf (b. Schönebeck), Schule",11.670821,51.947511,""
"4451","Taugwitz",11.637102,51.125609,""
"4448","Zäckwar (Spielberg)",11.634163,51.136891,""
"54041","Dodendorf (Sülzetal), Ferdinand-von-Schill-Weg",11.612724,52.041565,""
"54021","Dodendorf (Sülzetal), Hinter dem Busch",11.612544,52.037727,""
"6887","Osterweddingen (Sülzetal), Zum Wall",11.59933,52.052721,""
"6886","Osterweddingen (Sülzetal), Bahnhof (Bus)",11.576938,52.049637,""
"709","Bahrendorf (Sülzetal), Altenweddinger Str.",11.564038,51.997365,""
"5747","Bernburg (Saale), Roschwitz, Breitscheidplatz",11.766107,51.783044,""
"4837","Hohenerxleben, Am Kalkwerk",11.660933,51.851012,""
"4836","Hohenerxleben, Alte Schmiede",11.655054,51.852684,""
"4794","Ilberstedt, Bahnhof (Bus)",11.651764,51.80745,""
"4865","Hohenerxleben, Friedensallee",11.651575,51.851048,""
"4805","Förderstedt, Wasserwerk",11.629516,51.89078,""
"4792","Rathmannsdorf (b. Staßfurt), Friedensplatz",11.628599,51.820826,""
"4835","Staßfurt, Schacht III",11.624589,51.850113,""
"4825","Rathmannsdorf (b. Staßfurt), Liethestr.",11.623942,51.81946,""
"4826","Güsten, Sportstadion",11.618872,51.81083,""
"4804","Staßfurt, Steinbruch III",11.616562,51.877575,""
"6930","Ersatzhst.Osmarsleben Kirche",11.616346,51.79073,""
"6837","Güsten, Anhaltinerring",11.611582,51.79518,""
"4867","Staßfurt, real,-",11.608544,51.849807,""
"4795","Atzendorf (Staßfurt), Kühlbetrieb",11.607168,51.919465,""
"4840","Staßfurt, Abzweig Achslagerwerk",11.606971,51.841906,""
"4827","Güsten, Amesdorfer Str.",11.606171,51.790847,""
"4838","Staßfurt, Salzwerkstr.",11.604984,51.844432,""
"4834","Staßfurt, Charlottenstr.",11.601397,51.846328,""
"4829","Staßfurt, Hohenerxlebener Str.",11.599986,51.850823,""
"4833","Staßfurt, Bernburger Str.",11.597496,51.845151,""
"4866","Staßfurt, Friedensring",11.59444,51.861943,""
"4832","Staßfurt, Schulstr.",11.593352,51.847012,""
"4749","Staßfurt, Bahnhof (Bus)",11.588264,51.851704,""
"4859","Staßfurt, Postamt",11.585828,51.854985,""
"4841","Staßfurt, Marktstr.",11.58554,51.853043,""
"4860","Staßfurt, Wasserstr.",11.585019,51.856423,""
"4849","Staßfurt, Luisenplatz",11.584174,51.847982,""
"4812","Staßfurt, Feierabendheim",11.584156,51.848872,""
"4813","Staßfurt, Neundorfer Str.",11.581495,51.844351,""
"4809","Staßfurt, Ritterflur",11.58021,51.84018,""
"4830","Staßfurt, Liebigstr.",11.579976,51.858778,""
"4852","Staßfurt, Hamsterstr.",11.579832,51.85681,""
